# QGIS Generated Color Map Export File
INTERPOLATION:INTERPOLATED
-100.0,89,0,8,255,-100.0000
-99.21568,91,1,8,255,-99.2157
-98.43138,93,2,8,255,-98.4314
-97.647,94,3,8,255,-97.6470
-96.86280000000001,96,4,8,255,-96.8628
-96.0784,98,6,7,255,-96.0784
-95.2942,99,7,7,255,-95.2942
-94.5098,101,9,7,255,-94.5098
-93.72540000000001,103,10,7,255,-93.7254
-92.9412,104,12,7,255,-92.9412
-92.1568,106,13,7,255,-92.1568
-91.3726,108,14,7,255,-91.3726
-90.5882,109,16,7,255,-90.5882
-89.804,111,17,7,255,-89.8040
-89.0196,113,19,7,255,-89.0196
-88.23519999999999,115,20,6,255,-88.2352
-87.451,116,21,6,255,-87.4510
-86.6666,118,23,6,255,-86.6666
-85.8824,120,24,6,255,-85.8824
-85.098,122,26,6,255,-85.0980
-84.3138,124,27,6,255,-84.3138
-83.52940000000001,126,29,6,255,-83.5294
-82.745,127,30,6,255,-82.7450
-81.9608,129,31,6,255,-81.9608
-81.1764,131,33,6,255,-81.1764
-80.3922,133,34,6,255,-80.3922
-79.608,135,36,6,255,-79.6080
-78.824,137,38,6,255,-78.8240
-78.04,139,39,6,255,-78.0400
-77.254,141,41,6,255,-77.2540
-76.47,143,43,6,255,-76.4700
-75.686,145,45,6,255,-75.6860
-74.902,148,47,6,255,-74.9020
-74.118,150,49,7,255,-74.1180
-73.334,152,51,7,255,-73.3340
-72.55,154,53,8,255,-72.5500
-71.764,156,55,9,255,-71.7640
-70.97999999999999,159,57,10,255,-70.9800
-70.196,161,60,11,255,-70.1960
-69.412,163,62,13,255,-69.4120
-68.628,165,64,15,255,-68.6280
-67.844,167,67,16,255,-67.8440
-67.05799999999999,169,69,18,255,-67.0580
-66.274,171,72,20,255,-66.2740
-65.49,173,74,22,255,-65.4900
-64.706,175,76,24,255,-64.7060
-63.922000000000004,176,79,27,255,-63.9220
-63.138,178,81,29,255,-63.1380
-62.352000000000004,179,83,31,255,-62.3520
-61.568,181,85,33,255,-61.5680
-60.784,182,88,36,255,-60.7840
-60.0,183,90,38,255,-60.0000
-59.216,184,92,40,255,-59.2160
-58.432,186,94,42,255,-58.4320
-57.647999999999996,187,96,45,255,-57.6480
-56.862,188,98,47,255,-56.8620
-56.078,189,100,49,255,-56.0780
-55.294,190,101,51,255,-55.2940
-54.51,190,103,54,255,-54.5100
-53.726,191,105,56,255,-53.7260
-52.942,192,107,58,255,-52.9420
-52.156000000000006,193,109,60,255,-52.1560
-51.372,194,110,63,255,-51.3720
-50.588,194,112,65,255,-50.5880
-49.804,195,114,67,255,-49.8040
-49.019999999999996,196,116,69,255,-49.0200
-48.236000000000004,197,117,72,255,-48.2360
-47.45,198,119,74,255,-47.4500
-46.666,198,121,76,255,-46.6660
-45.882,199,123,79,255,-45.8820
-45.098000000000006,200,124,81,255,-45.0980
-44.314,201,126,83,255,-44.3140
-43.53,201,128,86,255,-43.5300
-42.745999999999995,202,130,88,255,-42.7460
-41.959999999999994,203,131,90,255,-41.9600
-41.176,204,133,93,255,-41.1760
-40.391999999999996,204,135,95,255,-40.3920
-39.608,205,137,97,255,-39.6080
-38.824000000000005,206,139,100,255,-38.8240
-38.04,207,140,102,255,-38.0400
-37.254,207,142,104,255,-37.2540
-36.47,208,144,107,255,-36.4700
-35.68599999999999,209,146,109,255,-35.6860
-34.902,210,148,112,255,-34.9020
-34.11800000000001,211,149,114,255,-34.1180
-33.334,211,151,116,255,-33.3340
-32.55,212,153,119,255,-32.5500
-31.76400000000001,213,155,121,255,-31.7640
-30.97999999999999,214,157,124,255,-30.9800
-30.195999999999998,214,159,126,255,-30.1960
-29.412000000000006,215,160,129,255,-29.4120
-28.628,216,162,131,255,-28.6280
-27.84400000000001,217,164,134,255,-27.8440
-27.058000000000007,218,166,136,255,-27.0580
-26.274,219,168,139,255,-26.2740
-25.489999999999995,219,170,141,255,-25.4900
-24.70599999999999,220,172,144,255,-24.7060
-23.921999999999997,221,174,147,255,-23.9220
-23.138000000000005,222,176,149,255,-23.1380
-22.352000000000004,223,178,152,255,-22.3520
-21.567999999999998,223,180,154,255,-21.5680
-20.784000000000006,224,182,157,255,-20.7840
-20.0,225,184,160,255,-20.0000
-19.215999999999994,226,186,162,255,-19.2160
-18.432000000000002,227,188,165,255,-18.4320
-17.647999999999996,228,190,168,255,-17.6480
-16.861999999999995,228,191,170,255,-16.8620
-16.078000000000003,229,193,173,255,-16.0780
-15.293999999999997,230,196,176,255,-15.2940
-14.510000000000005,231,198,178,255,-14.5100
-13.725999999999999,232,200,181,255,-13.7260
-12.941999999999993,233,202,184,255,-12.9420
-12.156000000000006,233,204,186,255,-12.1560
-11.372,234,206,189,255,-11.3720
-10.587999999999994,235,208,192,255,-10.5880
-9.804000000000002,236,209,195,255,-9.8040
-9.019999999999996,236,211,197,255,-9.0200
-8.236000000000004,237,213,200,255,-8.2360
-7.450000000000003,237,215,203,255,-7.4500
-6.66600000000001,238,217,205,255,-6.6660
-5.882000000000005,238,219,208,255,-5.8820
-5.098,238,221,211,255,-5.0980
-4.313999999999993,238,222,213,255,-4.3140
-3.530000000000001,238,224,216,255,-3.5300
-2.74600000000001,238,225,218,255,-2.7460
-1.959999999999994,238,227,220,255,-1.9600
-1.176000000000002,237,228,222,255,-1.1760
-0.39200000000001,236,229,224,255,-0.3920
0.391999999999996,235,230,226,255,0.3920
1.176000000000002,234,230,228,255,1.1760
1.960000000000008,232,231,229,255,1.9600
2.74600000000001,231,231,231,255,2.7460
3.530000000000015,229,231,232,255,3.5300
4.313999999999993,226,231,232,255,4.3140
5.098,224,230,233,255,5.0980
5.882000000000005,222,230,233,255,5.8820
6.665999999999997,219,229,233,255,6.6660
7.450000000000003,216,228,233,255,7.4500
8.236000000000004,213,227,233,255,8.2360
9.02000000000001,210,225,233,255,9.0200
9.803999999999988,207,224,232,255,9.8040
10.587999999999994,204,223,232,255,10.5880
11.372,201,221,231,255,11.3720
12.155999999999992,198,219,230,255,12.1560
12.942000000000007,195,218,229,255,12.9420
13.725999999999999,192,216,228,255,13.7260
14.510000000000005,189,214,227,255,14.5100
15.294000000000011,186,213,226,255,15.2940
16.07799999999999,182,211,225,255,16.0780
16.861999999999995,179,209,223,255,16.8620
17.647999999999996,176,207,222,255,17.6480
18.432000000000002,173,205,221,255,18.4320
19.216000000000008,170,203,220,255,19.2160
20.0,167,201,218,255,20.0000
20.784000000000006,163,199,217,255,20.7840
21.568000000000012,160,197,216,255,21.5680
22.35199999999999,157,196,214,255,22.3520
23.13799999999999,154,194,213,255,23.1380
23.921999999999997,151,192,212,255,23.9220
24.706000000000003,148,190,210,255,24.7060
25.489999999999995,144,188,209,255,25.4900
26.274,141,186,208,255,26.2740
27.058000000000007,138,184,206,255,27.0580
27.84400000000001,135,182,205,255,27.8440
28.628000000000014,132,180,204,255,28.6280
29.412000000000006,128,178,202,255,29.4120
30.195999999999998,125,176,201,255,30.1960
30.980000000000018,122,174,200,255,30.9800
31.76399999999998,119,172,198,255,31.7640
32.54999999999998,116,170,197,255,32.5500
33.334,113,168,196,255,33.3340
34.117999999999995,109,166,194,255,34.1180
34.902000000000015,106,164,193,255,34.9020
35.68600000000001,103,162,192,255,35.6860
36.47,100,160,190,255,36.4700
37.25400000000002,97,158,189,255,37.2540
38.04000000000002,93,156,187,255,38.0400
38.823999999999984,90,154,186,255,38.8240
39.608000000000004,87,152,185,255,39.6080
40.391999999999996,84,150,183,255,40.3920
41.17599999999999,81,148,182,255,41.1760
41.96000000000001,78,146,180,255,41.9600
42.74599999999998,75,144,179,255,42.7460
43.53,72,141,178,255,43.5300
44.31400000000002,69,139,176,255,44.3140
45.097999999999985,66,137,175,255,45.0980
45.882000000000005,63,135,173,255,45.8820
46.666,60,133,172,255,46.6660
47.44999999999999,57,131,171,255,47.4500
48.23599999999999,54,129,169,255,48.2360
49.02000000000001,51,127,168,255,49.0200
49.804,48,125,166,255,49.8040
50.58800000000002,45,123,165,255,50.5880
51.371999999999986,43,121,164,255,51.3720
52.156000000000006,40,119,162,255,52.1560
52.94200000000001,37,117,161,255,52.9420
53.726,35,115,160,255,53.7260
54.50999999999999,32,113,158,255,54.5100
55.29400000000001,30,111,157,255,55.2940
56.078,28,109,156,255,56.0780
56.861999999999995,25,107,154,255,56.8620
57.648000000000025,23,105,153,255,57.6480
58.43199999999999,21,103,152,255,58.4320
59.21600000000001,19,102,151,255,59.2160
60.0,17,100,150,255,60.0000
60.78399999999999,16,98,148,255,60.7840
61.56800000000001,14,96,147,255,61.5680
62.352000000000004,12,94,146,255,62.3520
63.138000000000005,11,93,145,255,63.1380
63.922,9,91,144,255,63.9220
64.70599999999999,8,89,143,255,64.7060
65.49000000000001,7,87,141,255,65.4900
66.274,6,86,140,255,66.2740
67.05799999999999,6,84,139,255,67.0580
67.844,5,82,138,255,67.8440
68.62799999999999,5,81,137,255,68.6280
69.412,4,79,136,255,69.4120
70.196,4,77,135,255,70.1960
70.97999999999999,4,76,134,255,70.9800
71.76400000000001,3,74,133,255,71.7640
72.55000000000001,3,73,132,255,72.5500
73.334,3,71,131,255,73.3340
74.118,3,69,130,255,74.1180
74.90200000000002,3,68,129,255,74.9020
75.686,3,66,128,255,75.6860
76.47,3,65,127,255,76.4700
77.25399999999999,3,63,126,255,77.2540
78.03999999999999,3,62,125,255,78.0400
78.82400000000001,3,60,124,255,78.8240
79.608,2,58,123,255,79.6080
80.392,2,57,122,255,80.3920
81.17600000000002,2,55,121,255,81.1760
81.96000000000001,2,54,120,255,81.9600
82.74600000000001,2,52,119,255,82.7460
83.53,2,51,118,255,83.5300
84.314,2,49,117,255,84.3140
85.09800000000001,2,48,116,255,85.0980
85.882,2,46,115,255,85.8820
86.666,2,45,114,255,86.6660
87.45000000000002,2,43,113,255,87.4500
88.23599999999999,2,42,112,255,88.2360
89.02000000000001,2,40,111,255,89.0200
89.804,2,39,110,255,89.8040
90.588,2,37,109,255,90.5880
91.37200000000001,2,35,108,255,91.3720
92.156,2,34,107,255,92.1560
92.94199999999998,2,32,106,255,92.9420
93.726,2,31,105,255,93.7260
94.50999999999999,2,29,104,255,94.5100
95.29399999999998,2,28,103,255,95.2940
96.078,1,26,102,255,96.0780
96.862,1,24,101,255,96.8620
97.648,1,23,100,255,97.6480
98.43200000000002,1,21,99,255,98.4320
99.21599999999998,1,20,98,255,99.2160
100.0,0,18,97,255,100.0000
